Source_ID,Sentiment,Sentiment_Score,Reason
GRP-XHS-6917141b0000000004000ab4,neutral,0.0,未命中正负面词典
GRP-XHS-68a328a7000000001c004504,neutral,0.0,未命中正负面词典
GRP-XHS-69f054a8000000001f0002b0,neutral,0.0,未命中正负面词典
GRP-XHS-69aa29ee0000000023039968,neutral,0.0,未命中正负面词典
GRP-XHS-693a84ad000000001e00c2bf,neutral,0.0,未命中正负面词典
GRP-XHS-6a0ffa220000000035023f00,neutral,0.0,未命中正负面词典
GRP-XHS-68c19517000000001d03874b,neutral,0.0,未命中正负面词典
GRP-XHS-6a05825d000000000702b197,neutral,0.0,未命中正负面词典
GRP-XHS-6a00ae370000000006021063,neutral,0.0,未命中正负面词典
GRP-XHS-6a0b15450000000038037235,positive,1.0,正面词：推荐
GRP-XHS-68bea965000000001d03b803,neutral,0.0,未命中正负面词典
GRP-XHS-6a104136000000003601bfaf,neutral,0.0,未命中正负面词典
GRP-XHS-68b915e3000000001d006f2e,neutral,0.0,未命中正负面词典
GRP-XHS-68b063df000000001d01d584,neutral,0.0,未命中正负面词典
GRP-XHS-68afb216000000001c013882,neutral,0.0,未命中正负面词典
GRP-XHS-6846cf5a0000000022035d51,neutral,0.0,未命中正负面词典
GRP-XHS-69950c88000000001d012fef,positive,1.0,正面词：推荐
GRP-XHS-69fda804000000001e00d51b,neutral,0.0,未命中正负面词典
GRP-XHS-69300d92000000001b03083b,neutral,0.0,未命中正负面词典
GRP-XHS-68fd74df000000000301809d,neutral,0.0,未命中正负面词典
GRP-XHS-699abcd6000000000a02f96f,neutral,0.0,未命中正负面词典
GRP-XHS-697069960000000021033e97,neutral,0.0,未命中正负面词典
GRP-XHS-69f9cb9c000000003501f293,neutral,0.0,未命中正负面词典
GRP-XHS-694fc9a7000000001e002664,neutral,0.0,未命中正负面词典
GRP-XHS-6a0d0a090000000007028349,neutral,0.0,未命中正负面词典
GRP-XHS-69899818000000000b012092,neutral,0.0,未命中正负面词典
GRP-XHS-6a0d89520000000008000efe,neutral,0.0,未命中正负面词典
GRP-XHS-68b2d492000000001d011b65,neutral,0.0,未命中正负面词典
GRP-XHS-6a0350d70000000035022db1,neutral,0.0,未命中正负面词典
GRP-XHS-6a1051f400000000350245b0,neutral,0.0,未命中正负面词典
GRP-XHS-692ea7bd000000001e004b33,neutral,0.0,未命中正负面词典
GRP-XHS-6a0d697a0000000006021dff,neutral,0.0,未命中正负面词典
GRP-XHS-68b3af14000000001d02724a,neutral,0.0,未命中正负面词典
GRP-XHS-68d00161000000001300b472,neutral,0.0,未命中正负面词典
GRP-XHS-6a043518000000000702172d,neutral,0.0,未命中正负面词典
GRP-XHS-6a0fc668000000003501e727,neutral,0.0,未命中正负面词典
GRP-XHS-69de0324000000001d01e1d2,neutral,0.0,未命中正负面词典
GRP-XHS-6a0ecefd000000000803f6ee,neutral,0.0,未命中正负面词典
GRP-XHS-6a1039c0000000003502da2e,neutral,0.0,未命中正负面词典
GRP-XHS-6a0faa9b0000000006034d9d,neutral,0.0,未命中正负面词典
GRP-XHS-699711bb000000000a03109c,neutral,0.0,未命中正负面词典
GRP-XHS-6a0a78f80000000008000cde,neutral,0.0,未命中正负面词典
GRP-XHS-68ce62540000000013017c79,positive,1.0,正面词：好看
GRP-XHS-69e21bb1000000001d01bf5d,neutral,0.0,未命中正负面词典
GRP-XHS-69907159000000001a025379,neutral,0.0,未命中正负面词典
GRP-XHS-68932e52000000002302cc89,neutral,0.0,未命中正负面词典
GRP-XHS-69db25c6000000001b002fe2,positive,1.0,"正面词：好, 好看"
GRP-XHS-6846aa67000000002102c7cc,neutral,0.0,未命中正负面词典
GRP-XHS-68fcef62000000000702059a,neutral,0.0,未命中正负面词典
GRP-XHS-69a673680000000028008467,neutral,0.0,未命中正负面词典
GRP-XHS-68c50c83000000001c035c93,positive,1.0,正面词：惊艳
GRP-XHS-68ca785500000000130135ad,positive,1.0,正面词：喜欢
GRP-XHS-69722a62000000000903bfc5,neutral,0.0,未命中正负面词典
GRP-XHS-685d1a72000000001201745d,neutral,0.0,未命中正负面词典
GRP-XHS-68a59f74000000001c035930,neutral,0.0,未命中正负面词典
GRP-XHS-69f20d80000000002003bb47,neutral,0.0,未命中正负面词典
GRP-XHS-69eec6370000000035020ff4,neutral,0.0,未命中正负面词典
GRP-XHS-69e73d67000000001b002dbd,neutral,0.0,未命中正负面词典
GRP-XHS-683052b7000000001200122c,neutral,0.0,未命中正负面词典
GRP-XHS-69e7632e000000001a02ef9c,positive,1.0,正面词：推荐
GRP-XHS-686cb8f6000000002400fef5,neutral,0.0,未命中正负面词典
GRP-XHS-69f1dea30000000022025413,neutral,0.0,未命中正负面词典
GRP-XHS-688755ec000000002001bfe0,neutral,0.0,未命中正负面词典
GRP-XHS-6a03008c0000000006021e75,neutral,0.0,未命中正负面词典
GRP-XHS-698081d70000000021030a28,positive,1.0,"正面词：日常, 轻"
GRP-XHS-687a413f000000002203f377,neutral,0.0,未命中正负面词典
GRP-XHS-685cfe9d000000000b02c36b,neutral,0.0,未命中正负面词典
GRP-XHS-68877d1e0000000025011010,neutral,0.0,未命中正负面词典
GRP-XHS-685d621e000000001d00fea5,neutral,0.0,未命中正负面词典
GRP-XHS-6a0d78f200000000060234d1,neutral,0.0,未命中正负面词典
GRP-XHS-6863e5b5000000001202f410,neutral,0.0,未命中正负面词典
GRP-XHS-69fde9270000000038036eb7,positive,1.0,正面词：推荐
GRP-XHS-6a0ee34d000000000702bd9f,positive,1.0,"正面词：日常, 轻"
GRP-XHS-692ec0f4000000001f00490d,positive,1.0,正面词：日常
GRP-XHS-69ede6b400000000220283c3,neutral,0.0,未命中正负面词典
GRP-XHS-696b6bd7000000000e03f2b6,neutral,0.0,未命中正负面词典
GRP-XHS-69f21772000000003701d4ba,neutral,0.0,未命中正负面词典
GRP-XHS-693ab0b6000000001f005bfb,neutral,0.0,未命中正负面词典
GRP-XHS-69ff4cde000000003502365c,neutral,0.0,未命中正负面词典
GRP-XHS-6a05b98200000000380205a2,neutral,0.0,未命中正负面词典
GRP-XHS-69db25c6000000001b002fe2,positive,1.0,"正面词：好, 好看"
GRP-XHS-692ffcd0000000000d03af2b,neutral,0.0,未命中正负面词典
GRP-XHS-68bbef51000000001b0345b5,neutral,0.0,未命中正负面词典
GRP-XHS-683437710000000021008566,neutral,0.0,未命中正负面词典
GRP-XHS-68835e78000000002400cc99,neutral,0.0,未命中正负面词典
GRP-XHS-69d20d15000000001d01e8ae,neutral,0.0,未命中正负面词典
GRP-XHS-6a0940aa000000000803f9e3,positive,1.0,正面词：推荐
GRP-XHS-6936cb07000000001e0062c4,neutral,0.0,未命中正负面词典
GRP-XHS-6a02ee460000000038037c4e,neutral,0.0,未命中正负面词典
GRP-XHS-68442fd9000000002300c389,neutral,0.0,未命中正负面词典
GRP-XHS-6a0c3bbd0000000006022c83,neutral,0.0,未命中正负面词典
GRP-XHS-69ecc624000000001f0000ed,neutral,0.0,未命中正负面词典
GRP-XHS-6a0d81eb000000003502dcf1,neutral,0.0,未命中正负面词典
GRP-XHS-69d3a506000000001d01bf7c,neutral,0.0,未命中正负面词典
GRP-XHS-69259203000000001e0372c2,neutral,0.0,未命中正负面词典
GRP-XHS-6975edd2000000002800b5c8,neutral,0.0,未命中正负面词典
GRP-XHS-69ee18a6000000001f00585d,neutral,0.0,未命中正负面词典
GRP-XHS-683e7d20000000002100c440,neutral,0.0,未命中正负面词典
GRP-XHS-6a0ed78f0000000035022f85,neutral,0.0,未命中正负面词典
GRP-XHS-6900448b0000000005002ba0,neutral,0.0,未命中正负面词典
GRP-XHS-69bf6e53000000001f00420d,neutral,0.0,未命中正负面词典
GRP-XHS-69fca9a40000000023016bdf,neutral,0.0,未命中正负面词典
GRP-XHS-68694b7e0000000012023f13,positive,1.0,正面词：轻
GRP-XHS-69e5fad4000000001f004b26,neutral,0.0,未命中正负面词典
GRP-XHS-6a0f0ad9000000003701c81e,neutral,0.0,未命中正负面词典
GRP-XHS-6a01aea70000000007021ee1,neutral,0.0,未命中正负面词典
GRP-XHS-69b6b7dc000000002800a698,positive,1.0,正面词：推荐
GRP-XHS-68cab82e000000000e033c94,neutral,0.0,未命中正负面词典
GRP-XHS-6a08700700000000070298e2,positive,1.0,正面词：推荐
GRP-XHS-6a0d7a39000000000702b101,neutral,0.0,未命中正负面词典
GRP-XHS-6a0fd65e0000000007010d85,neutral,0.0,未命中正负面词典
GRP-XHS-69e7248f000000002102dd79,neutral,0.0,未命中正负面词典
GRP-XHS-6a0be8fa000000000702cc93,neutral,0.0,未命中正负面词典
GRP-XHS-6870eeb30000000010025b35,neutral,0.0,未命中正负面词典
GRP-XHS-6a0429160000000036018955,neutral,0.0,未命中正负面词典
GRP-XHS-6a104309000000000803ebe0,positive,1.0,正面词：喜欢
GRP-XHS-68f6083c000000000703242f,neutral,0.0,未命中正负面词典
GRP-XHS-69d11b3100000000220032d6,neutral,0.0,未命中正负面词典
GRP-XHS-6a0d2a7e00000000060310e8,neutral,0.0,未命中正负面词典
GRP-XHS-6a0ed2bb000000000803cd34,positive,1.0,正面词：轻
GRP-XHS-6a0d34f40000000007022e4b,neutral,0.0,未命中正负面词典
GRP-XHS-6a03b44f000000003701e815,neutral,0.0,未命中正负面词典
GRP-XHS-69f08beb0000000035022b23,neutral,0.0,未命中正负面词典
GRP-XHS-6a0a56280000000008001c9d,neutral,0.0,未命中正负面词典
GRP-XHS-69f1cf5200000000350389b9,neutral,0.0,未命中正负面词典
GRP-XHS-684bf88e000000002102d871,neutral,0.0,未命中正负面词典
GRP-XHS-68c37ba0000000001d02c498,neutral,0.0,未命中正负面词典
GRP-XHS-6a0c5cb2000000003502e4b5,positive,1.0,正面词：日常
GRP-XHS-6a05510b0000000036031cbe,neutral,0.0,未命中正负面词典
GRP-XHS-6a0aa1b7000000003601ec65,neutral,0.0,未命中正负面词典
GRP-XHS-6a07567c000000000800167d,neutral,0.0,未命中正负面词典
GRP-XHS-687616360000000024008944,positive,1.0,正面词：喜欢
GRP-XHS-69fc8174000000001f005fe7,neutral,0.0,未命中正负面词典
GRP-XHS-69fd66fd000000003601d750,neutral,0.0,未命中正负面词典
GRP-XHS-6a0a63a4000000000803e2f7,neutral,0.0,未命中正负面词典
GRP-XHS-6a0ee0480000000035039a6c,neutral,0.0,未命中正负面词典
GRP-XHS-698c2730000000001a029b8f,neutral,0.0,未命中正负面词典
GRP-XHS-69870ff70000000009039a7b,neutral,0.0,未命中正负面词典
GRP-XHS-6959103e000000001f00f209,neutral,0.0,未命中正负面词典
GRP-XHS-698f2ffe000000000e00e50f,neutral,0.0,未命中正负面词典
GRP-XHS-69fb02180000000036030612,neutral,0.0,未命中正负面词典
GRP-XHS-6a094ab10000000036003739,neutral,0.0,未命中正负面词典
GRP-XHS-6a0d911d000000003701c98a,neutral,0.0,未命中正负面词典
GRP-XHS-6a0831bc000000003701f189,neutral,0.0,未命中正负面词典
GRP-XHS-69fd53090000000035032d07,neutral,0.0,未命中正负面词典
GRP-XHS-69ba2963000000001f004781,neutral,0.0,未命中正负面词典
GRP-XHS-6a0c506e0000000035027990,positive,1.0,正面词：日常
GRP-XHS-69aa7efe00000000150301fb,positive,1.0,正面词：日常
GRP-XHS-68f62e630000000004016ee4,neutral,0.0,未命中正负面词典
GRP-XHS-69cf7fd0000000001f00721c,neutral,0.0,未命中正负面词典
GRP-XHS-68d10c96000000001203c996,neutral,0.0,未命中正负面词典
GRP-XHS-685bd7dc000000000b02dc23,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0001,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0002,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0003,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0004,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0005,positive,1.0,"正面词：回购, 正品"
GRP-TB-738264164841-0006,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0007,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0008,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0009,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0010,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0011,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0012,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0013,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0014,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0015,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0016,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0017,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0018,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0019,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0020,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0021,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0022,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0023,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0024,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0025,positive,1.0,"正面词：好, 好看"
GRP-TB-738264164841-0026,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0027,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0028,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0029,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0030,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0031,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0032,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0033,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0034,positive,1.0,正面词：推荐
GRP-TB-738264164841-0035,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0036,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0037,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0038,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0039,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0040,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0041,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0042,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0043,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0044,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0045,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0046,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0047,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0048,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0049,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0050,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0051,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0052,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0053,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0054,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0055,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0056,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0057,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0058,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0059,neutral,0.0,未命中正负面词典
GRP-TB-738264164841-0060,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0061,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0062,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0063,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0064,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0065,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0066,positive,1.0,正面词：正品
GRP-TB-1036207259816-0067,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0068,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0069,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0070,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0071,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0072,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0073,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0074,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0075,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0076,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0077,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0078,positive,1.0,正面词：正品
GRP-TB-1036207259816-0079,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0080,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0081,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0082,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0083,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0084,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0085,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0086,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0087,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0088,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0089,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0090,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0091,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0092,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0093,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0094,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0095,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0096,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0097,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0098,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0099,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0100,positive,1.0,正面词：性价比
GRP-TB-1036207259816-0101,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0102,positive,1.0,"正面词：合身, 舒适, 透气, 通勤"
GRP-TB-1036207259816-0103,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0104,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0105,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0106,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0107,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0108,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0109,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0110,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0111,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0112,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0113,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0114,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0115,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0116,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0117,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0118,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0119,neutral,0.0,未命中正负面词典
GRP-TB-1036207259816-0120,neutral,0.0,未命中正负面词典
GRP-TB-891528282766-0121,neutral,0.0,未命中正负面词典
GRP-TB-891528282766-0122,neutral,0.0,未命中正负面词典
GRP-TB-891528282766-0123,neutral,0.0,未命中正负面词典
GRP-TB-891528282766-0124,neutral,0.0,未命中正负面词典
GRP-TB-891528282766-0125,neutral,0.0,未命中正负面词典
GRP-TB-891528282766-0126,positive,1.0,正面词：好
GRP-TB-891528282766-0127,positive,1.0,"正面词：好, 好看, 日常"
GRP-TB-891528282766-0128,positive,1.0,"正面词：好, 透气"
GRP-TB-891528282766-0129,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0130,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0131,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0132,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0133,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0134,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0135,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0136,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0137,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0138,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0139,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0140,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0141,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0142,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0143,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0144,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0145,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0146,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0147,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0148,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0149,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0150,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0151,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0152,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0153,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0154,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0155,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0156,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0157,positive,1.0,正面词：好
GRP-TB-938198465680-0158,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0159,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0160,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0161,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0162,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0163,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0164,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0165,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0166,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0167,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0168,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0169,positive,1.0,"正面词：喜欢, 推荐"
GRP-TB-938198465680-0170,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0171,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0172,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0173,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0174,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0175,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0176,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0177,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0178,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0179,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0180,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0181,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0182,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0183,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0184,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0185,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0186,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0187,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0188,neutral,0.0,未命中正负面词典
GRP-TB-938198465680-0189,neutral,0.0,未命中正负面词典
GRP-TB-1008640613678-0190,neutral,0.0,未命中正负面词典
GRP-TB-1008640613678-0191,neutral,0.0,未命中正负面词典
GRP-TB-1008640613678-0192,neutral,0.0,未命中正负面词典
GRP-TB-1008640613678-0193,neutral,0.0,未命中正负面词典
GRP-TB-1008640613678-0194,neutral,0.0,未命中正负面词典
GRP-TB-1008640613678-0195,neutral,0.0,未命中正负面词典
